date_id,date,year,quarter,month,month_name,month_short,year_month,day,day_of_week,day_name,is_weekend,is_month_start,fiscal_year
20230402,2023-04-02,2023,Q2,4,April,Apr,2023-04,2,7,Sunday,True,False,2023
20230403,2023-04-03,2023,Q2,4,April,Apr,2023-04,3,1,Monday,False,False,2023
20230404,2023-04-04,2023,Q2,4,April,Apr,2023-04,4,2,Tuesday,False,False,2023
20230405,2023-04-05,2023,Q2,4,April,Apr,2023-04,5,3,Wednesday,False,False,2023
20230406,2023-04-06,2023,Q2,4,April,Apr,2023-04,6,4,Thursday,False,False,2023
20230407,2023-04-07,2023,Q2,4,April,Apr,2023-04,7,5,Friday,False,False,2023
20230408,2023-04-08,2023,Q2,4,April,Apr,2023-04,8,6,Saturday,True,False,2023
20230409,2023-04-09,2023,Q2,4,April,Apr,2023-04,9,7,Sunday,True,False,2023
20230410,2023-04-10,2023,Q2,4,April,Apr,2023-04,10,1,Monday,False,False,2023
20230411,2023-04-11,2023,Q2,4,April,Apr,2023-04,11,2,Tuesday,False,False,2023
20230412,2023-04-12,2023,Q2,4,April,Apr,2023-04,12,3,Wednesday,False,False,2023
20230413,2023-04-13,2023,Q2,4,April,Apr,2023-04,13,4,Thursday,False,False,2023
20230414,2023-04-14,2023,Q2,4,April,Apr,2023-04,14,5,Friday,False,False,2023
20230415,2023-04-15,2023,Q2,4,April,Apr,2023-04,15,6,Saturday,True,False,2023
20230416,2023-04-16,2023,Q2,4,April,Apr,2023-04,16,7,Sunday,True,False,2023
20230417,2023-04-17,2023,Q2,4,April,Apr,2023-04,17,1,Monday,False,False,2023
20230418,2023-04-18,2023,Q2,4,April,Apr,2023-04,18,2,Tuesday,False,False,2023
20230419,2023-04-19,2023,Q2,4,April,Apr,2023-04,19,3,Wednesday,False,False,2023
20230420,2023-04-20,2023,Q2,4,April,Apr,2023-04,20,4,Thursday,False,False,2023
20230421,2023-04-21,2023,Q2,4,April,Apr,2023-04,21,5,Friday,False,False,2023
20230422,2023-04-22,2023,Q2,4,April,Apr,2023-04,22,6,Saturday,True,False,2023
20230423,2023-04-23,2023,Q2,4,April,Apr,2023-04,23,7,Sunday,True,False,2023
20230424,2023-04-24,2023,Q2,4,April,Apr,2023-04,24,1,Monday,False,False,2023
20230425,2023-04-25,2023,Q2,4,April,Apr,2023-04,25,2,Tuesday,False,False,2023
20230426,2023-04-26,2023,Q2,4,April,Apr,2023-04,26,3,Wednesday,False,False,2023
20230427,2023-04-27,2023,Q2,4,April,Apr,2023-04,27,4,Thursday,False,False,2023
20230428,2023-04-28,2023,Q2,4,April,Apr,2023-04,28,5,Friday,False,False,2023
20230429,2023-04-29,2023,Q2,4,April,Apr,2023-04,29,6,Saturday,True,False,2023
20230430,2023-04-30,2023,Q2,4,April,Apr,2023-04,30,7,Sunday,True,False,2023
20230501,2023-05-01,2023,Q2,5,May,May,2023-05,1,1,Monday,False,True,2023
20230502,2023-05-02,2023,Q2,5,May,May,2023-05,2,2,Tuesday,False,False,2023
20230503,2023-05-03,2023,Q2,5,May,May,2023-05,3,3,Wednesday,False,False,2023
20230504,2023-05-04,2023,Q2,5,May,May,2023-05,4,4,Thursday,False,False,2023
20230505,2023-05-05,2023,Q2,5,May,May,2023-05,5,5,Friday,False,False,2023
20230506,2023-05-06,2023,Q2,5,May,May,2023-05,6,6,Saturday,True,False,2023
20230507,2023-05-07,2023,Q2,5,May,May,2023-05,7,7,Sunday,True,False,2023
20230508,2023-05-08,2023,Q2,5,May,May,2023-05,8,1,Monday,False,False,2023
20230509,2023-05-09,2023,Q2,5,May,May,2023-05,9,2,Tuesday,False,False,2023
20230510,2023-05-10,2023,Q2,5,May,May,2023-05,10,3,Wednesday,False,False,2023
20230511,2023-05-11,2023,Q2,5,May,May,2023-05,11,4,Thursday,False,False,2023
20230512,2023-05-12,2023,Q2,5,May,May,2023-05,12,5,Friday,False,False,2023
20230513,2023-05-13,2023,Q2,5,May,May,2023-05,13,6,Saturday,True,False,2023
20230514,2023-05-14,2023,Q2,5,May,May,2023-05,14,7,Sunday,True,False,2023
20230515,2023-05-15,2023,Q2,5,May,May,2023-05,15,1,Monday,False,False,2023
20230516,2023-05-16,2023,Q2,5,May,May,2023-05,16,2,Tuesday,False,False,2023
20230517,2023-05-17,2023,Q2,5,May,May,2023-05,17,3,Wednesday,False,False,2023
20230518,2023-05-18,2023,Q2,5,May,May,2023-05,18,4,Thursday,False,False,2023
20230519,2023-05-19,2023,Q2,5,May,May,2023-05,19,5,Friday,False,False,2023
20230520,2023-05-20,2023,Q2,5,May,May,2023-05,20,6,Saturday,True,False,2023
20230521,2023-05-21,2023,Q2,5,May,May,2023-05,21,7,Sunday,True,False,2023
20230522,2023-05-22,2023,Q2,5,May,May,2023-05,22,1,Monday,False,False,2023
20230523,2023-05-23,2023,Q2,5,May,May,2023-05,23,2,Tuesday,False,False,2023
20230524,2023-05-24,2023,Q2,5,May,May,2023-05,24,3,Wednesday,False,False,2023
20230525,2023-05-25,2023,Q2,5,May,May,2023-05,25,4,Thursday,False,False,2023
20230526,2023-05-26,2023,Q2,5,May,May,2023-05,26,5,Friday,False,False,2023
20230527,2023-05-27,2023,Q2,5,May,May,2023-05,27,6,Saturday,True,False,2023
20230528,2023-05-28,2023,Q2,5,May,May,2023-05,28,7,Sunday,True,False,2023
20230529,2023-05-29,2023,Q2,5,May,May,2023-05,29,1,Monday,False,False,2023
20230530,2023-05-30,2023,Q2,5,May,May,2023-05,30,2,Tuesday,False,False,2023
20230531,2023-05-31,2023,Q2,5,May,May,2023-05,31,3,Wednesday,False,False,2023
20230601,2023-06-01,2023,Q2,6,June,Jun,2023-06,1,4,Thursday,False,True,2023
20230602,2023-06-02,2023,Q2,6,June,Jun,2023-06,2,5,Friday,False,False,2023
20230603,2023-06-03,2023,Q2,6,June,Jun,2023-06,3,6,Saturday,True,False,2023
20230604,2023-06-04,2023,Q2,6,June,Jun,2023-06,4,7,Sunday,True,False,2023
20230605,2023-06-05,2023,Q2,6,June,Jun,2023-06,5,1,Monday,False,False,2023
20230606,2023-06-06,2023,Q2,6,June,Jun,2023-06,6,2,Tuesday,False,False,2023
20230607,2023-06-07,2023,Q2,6,June,Jun,2023-06,7,3,Wednesday,False,False,2023
20230608,2023-06-08,2023,Q2,6,June,Jun,2023-06,8,4,Thursday,False,False,2023
20230609,2023-06-09,2023,Q2,6,June,Jun,2023-06,9,5,Friday,False,False,2023
20230610,2023-06-10,2023,Q2,6,June,Jun,2023-06,10,6,Saturday,True,False,2023
20230611,2023-06-11,2023,Q2,6,June,Jun,2023-06,11,7,Sunday,True,False,2023
20230612,2023-06-12,2023,Q2,6,June,Jun,2023-06,12,1,Monday,False,False,2023
20230613,2023-06-13,2023,Q2,6,June,Jun,2023-06,13,2,Tuesday,False,False,2023
20230614,2023-06-14,2023,Q2,6,June,Jun,2023-06,14,3,Wednesday,False,False,2023
20230615,2023-06-15,2023,Q2,6,June,Jun,2023-06,15,4,Thursday,False,False,2023
20230616,2023-06-16,2023,Q2,6,June,Jun,2023-06,16,5,Friday,False,False,2023
20230617,2023-06-17,2023,Q2,6,June,Jun,2023-06,17,6,Saturday,True,False,2023
20230618,2023-06-18,2023,Q2,6,June,Jun,2023-06,18,7,Sunday,True,False,2023
20230619,2023-06-19,2023,Q2,6,June,Jun,2023-06,19,1,Monday,False,False,2023
20230620,2023-06-20,2023,Q2,6,June,Jun,2023-06,20,2,Tuesday,False,False,2023
20230621,2023-06-21,2023,Q2,6,June,Jun,2023-06,21,3,Wednesday,False,False,2023
20230622,2023-06-22,2023,Q2,6,June,Jun,2023-06,22,4,Thursday,False,False,2023
20230623,2023-06-23,2023,Q2,6,June,Jun,2023-06,23,5,Friday,False,False,2023
20230624,2023-06-24,2023,Q2,6,June,Jun,2023-06,24,6,Saturday,True,False,2023
20230625,2023-06-25,2023,Q2,6,June,Jun,2023-06,25,7,Sunday,True,False,2023
20230626,2023-06-26,2023,Q2,6,June,Jun,2023-06,26,1,Monday,False,False,2023
20230627,2023-06-27,2023,Q2,6,June,Jun,2023-06,27,2,Tuesday,False,False,2023
20230628,2023-06-28,2023,Q2,6,June,Jun,2023-06,28,3,Wednesday,False,False,2023
20230629,2023-06-29,2023,Q2,6,June,Jun,2023-06,29,4,Thursday,False,False,2023
20230630,2023-06-30,2023,Q2,6,June,Jun,2023-06,30,5,Friday,False,False,2023
20230701,2023-07-01,2023,Q3,7,July,Jul,2023-07,1,6,Saturday,True,True,2023
20230702,2023-07-02,2023,Q3,7,July,Jul,2023-07,2,7,Sunday,True,False,2023
20230703,2023-07-03,2023,Q3,7,July,Jul,2023-07,3,1,Monday,False,False,2023
20230704,2023-07-04,2023,Q3,7,July,Jul,2023-07,4,2,Tuesday,False,False,2023
20230705,2023-07-05,2023,Q3,7,July,Jul,2023-07,5,3,Wednesday,False,False,2023
20230706,2023-07-06,2023,Q3,7,July,Jul,2023-07,6,4,Thursday,False,False,2023
20230707,2023-07-07,2023,Q3,7,July,Jul,2023-07,7,5,Friday,False,False,2023
20230708,2023-07-08,2023,Q3,7,July,Jul,2023-07,8,6,Saturday,True,False,2023
20230709,2023-07-09,2023,Q3,7,July,Jul,2023-07,9,7,Sunday,True,False,2023
20230710,2023-07-10,2023,Q3,7,July,Jul,2023-07,10,1,Monday,False,False,2023
20230711,2023-07-11,2023,Q3,7,July,Jul,2023-07,11,2,Tuesday,False,False,2023
20230712,2023-07-12,2023,Q3,7,July,Jul,2023-07,12,3,Wednesday,False,False,2023
20230713,2023-07-13,2023,Q3,7,July,Jul,2023-07,13,4,Thursday,False,False,2023
20230714,2023-07-14,2023,Q3,7,July,Jul,2023-07,14,5,Friday,False,False,2023
20230715,2023-07-15,2023,Q3,7,July,Jul,2023-07,15,6,Saturday,True,False,2023
20230716,2023-07-16,2023,Q3,7,July,Jul,2023-07,16,7,Sunday,True,False,2023
20230717,2023-07-17,2023,Q3,7,July,Jul,2023-07,17,1,Monday,False,False,2023
20230718,2023-07-18,2023,Q3,7,July,Jul,2023-07,18,2,Tuesday,False,False,2023
20230719,2023-07-19,2023,Q3,7,July,Jul,2023-07,19,3,Wednesday,False,False,2023
20230720,2023-07-20,2023,Q3,7,July,Jul,2023-07,20,4,Thursday,False,False,2023
20230721,2023-07-21,2023,Q3,7,July,Jul,2023-07,21,5,Friday,False,False,2023
20230722,2023-07-22,2023,Q3,7,July,Jul,2023-07,22,6,Saturday,True,False,2023
20230723,2023-07-23,2023,Q3,7,July,Jul,2023-07,23,7,Sunday,True,False,2023
20230724,2023-07-24,2023,Q3,7,July,Jul,2023-07,24,1,Monday,False,False,2023
20230725,2023-07-25,2023,Q3,7,July,Jul,2023-07,25,2,Tuesday,False,False,2023
20230726,2023-07-26,2023,Q3,7,July,Jul,2023-07,26,3,Wednesday,False,False,2023
20230727,2023-07-27,2023,Q3,7,July,Jul,2023-07,27,4,Thursday,False,False,2023
20230728,2023-07-28,2023,Q3,7,July,Jul,2023-07,28,5,Friday,False,False,2023
20230729,2023-07-29,2023,Q3,7,July,Jul,2023-07,29,6,Saturday,True,False,2023
20230730,2023-07-30,2023,Q3,7,July,Jul,2023-07,30,7,Sunday,True,False,2023
20230731,2023-07-31,2023,Q3,7,July,Jul,2023-07,31,1,Monday,False,False,2023
20230801,2023-08-01,2023,Q3,8,August,Aug,2023-08,1,2,Tuesday,False,True,2023
20230802,2023-08-02,2023,Q3,8,August,Aug,2023-08,2,3,Wednesday,False,False,2023
20230803,2023-08-03,2023,Q3,8,August,Aug,2023-08,3,4,Thursday,False,False,2023
20230804,2023-08-04,2023,Q3,8,August,Aug,2023-08,4,5,Friday,False,False,2023
20230805,2023-08-05,2023,Q3,8,August,Aug,2023-08,5,6,Saturday,True,False,2023
20230806,2023-08-06,2023,Q3,8,August,Aug,2023-08,6,7,Sunday,True,False,2023
20230807,2023-08-07,2023,Q3,8,August,Aug,2023-08,7,1,Monday,False,False,2023
20230808,2023-08-08,2023,Q3,8,August,Aug,2023-08,8,2,Tuesday,False,False,2023
20230809,2023-08-09,2023,Q3,8,August,Aug,2023-08,9,3,Wednesday,False,False,2023
20230810,2023-08-10,2023,Q3,8,August,Aug,2023-08,10,4,Thursday,False,False,2023
20230811,2023-08-11,2023,Q3,8,August,Aug,2023-08,11,5,Friday,False,False,2023
20230812,2023-08-12,2023,Q3,8,August,Aug,2023-08,12,6,Saturday,True,False,2023
20230813,2023-08-13,2023,Q3,8,August,Aug,2023-08,13,7,Sunday,True,False,2023
20230814,2023-08-14,2023,Q3,8,August,Aug,2023-08,14,1,Monday,False,False,2023
20230815,2023-08-15,2023,Q3,8,August,Aug,2023-08,15,2,Tuesday,False,False,2023
20230816,2023-08-16,2023,Q3,8,August,Aug,2023-08,16,3,Wednesday,False,False,2023
20230817,2023-08-17,2023,Q3,8,August,Aug,2023-08,17,4,Thursday,False,False,2023
20230818,2023-08-18,2023,Q3,8,August,Aug,2023-08,18,5,Friday,False,False,2023
20230819,2023-08-19,2023,Q3,8,August,Aug,2023-08,19,6,Saturday,True,False,2023
20230820,2023-08-20,2023,Q3,8,August,Aug,2023-08,20,7,Sunday,True,False,2023
20230821,2023-08-21,2023,Q3,8,August,Aug,2023-08,21,1,Monday,False,False,2023
20230822,2023-08-22,2023,Q3,8,August,Aug,2023-08,22,2,Tuesday,False,False,2023
20230823,2023-08-23,2023,Q3,8,August,Aug,2023-08,23,3,Wednesday,False,False,2023
20230824,2023-08-24,2023,Q3,8,August,Aug,2023-08,24,4,Thursday,False,False,2023
20230825,2023-08-25,2023,Q3,8,August,Aug,2023-08,25,5,Friday,False,False,2023
20230826,2023-08-26,2023,Q3,8,August,Aug,2023-08,26,6,Saturday,True,False,2023
20230827,2023-08-27,2023,Q3,8,August,Aug,2023-08,27,7,Sunday,True,False,2023
20230828,2023-08-28,2023,Q3,8,August,Aug,2023-08,28,1,Monday,False,False,2023
20230829,2023-08-29,2023,Q3,8,August,Aug,2023-08,29,2,Tuesday,False,False,2023
20230830,2023-08-30,2023,Q3,8,August,Aug,2023-08,30,3,Wednesday,False,False,2023
20230831,2023-08-31,2023,Q3,8,August,Aug,2023-08,31,4,Thursday,False,False,2023
20230901,2023-09-01,2023,Q3,9,September,Sep,2023-09,1,5,Friday,False,True,2023
20230902,2023-09-02,2023,Q3,9,September,Sep,2023-09,2,6,Saturday,True,False,2023
20230903,2023-09-03,2023,Q3,9,September,Sep,2023-09,3,7,Sunday,True,False,2023
20230904,2023-09-04,2023,Q3,9,September,Sep,2023-09,4,1,Monday,False,False,2023
20230905,2023-09-05,2023,Q3,9,September,Sep,2023-09,5,2,Tuesday,False,False,2023
20230906,2023-09-06,2023,Q3,9,September,Sep,2023-09,6,3,Wednesday,False,False,2023
20230907,2023-09-07,2023,Q3,9,September,Sep,2023-09,7,4,Thursday,False,False,2023
20230908,2023-09-08,2023,Q3,9,September,Sep,2023-09,8,5,Friday,False,False,2023
20230909,2023-09-09,2023,Q3,9,September,Sep,2023-09,9,6,Saturday,True,False,2023
20230910,2023-09-10,2023,Q3,9,September,Sep,2023-09,10,7,Sunday,True,False,2023
20230911,2023-09-11,2023,Q3,9,September,Sep,2023-09,11,1,Monday,False,False,2023
20230912,2023-09-12,2023,Q3,9,September,Sep,2023-09,12,2,Tuesday,False,False,2023
20230913,2023-09-13,2023,Q3,9,September,Sep,2023-09,13,3,Wednesday,False,False,2023
20230914,2023-09-14,2023,Q3,9,September,Sep,2023-09,14,4,Thursday,False,False,2023
20230915,2023-09-15,2023,Q3,9,September,Sep,2023-09,15,5,Friday,False,False,2023
20230916,2023-09-16,2023,Q3,9,September,Sep,2023-09,16,6,Saturday,True,False,2023
20230917,2023-09-17,2023,Q3,9,September,Sep,2023-09,17,7,Sunday,True,False,2023
20230918,2023-09-18,2023,Q3,9,September,Sep,2023-09,18,1,Monday,False,False,2023
20230919,2023-09-19,2023,Q3,9,September,Sep,2023-09,19,2,Tuesday,False,False,2023
20230920,2023-09-20,2023,Q3,9,September,Sep,2023-09,20,3,Wednesday,False,False,2023
20230921,2023-09-21,2023,Q3,9,September,Sep,2023-09,21,4,Thursday,False,False,2023
20230922,2023-09-22,2023,Q3,9,September,Sep,2023-09,22,5,Friday,False,False,2023
20230923,2023-09-23,2023,Q3,9,September,Sep,2023-09,23,6,Saturday,True,False,2023
20230924,2023-09-24,2023,Q3,9,September,Sep,2023-09,24,7,Sunday,True,False,2023
20230925,2023-09-25,2023,Q3,9,September,Sep,2023-09,25,1,Monday,False,False,2023
20230926,2023-09-26,2023,Q3,9,September,Sep,2023-09,26,2,Tuesday,False,False,2023
20230927,2023-09-27,2023,Q3,9,September,Sep,2023-09,27,3,Wednesday,False,False,2023
20230928,2023-09-28,2023,Q3,9,September,Sep,2023-09,28,4,Thursday,False,False,2023
20230929,2023-09-29,2023,Q3,9,September,Sep,2023-09,29,5,Friday,False,False,2023
20230930,2023-09-30,2023,Q3,9,September,Sep,2023-09,30,6,Saturday,True,False,2023
20231001,2023-10-01,2023,Q4,10,October,Oct,2023-10,1,7,Sunday,True,True,2023
20231002,2023-10-02,2023,Q4,10,October,Oct,2023-10,2,1,Monday,False,False,2023
20231003,2023-10-03,2023,Q4,10,October,Oct,2023-10,3,2,Tuesday,False,False,2023
20231004,2023-10-04,2023,Q4,10,October,Oct,2023-10,4,3,Wednesday,False,False,2023
20231005,2023-10-05,2023,Q4,10,October,Oct,2023-10,5,4,Thursday,False,False,2023
20231006,2023-10-06,2023,Q4,10,October,Oct,2023-10,6,5,Friday,False,False,2023
20231007,2023-10-07,2023,Q4,10,October,Oct,2023-10,7,6,Saturday,True,False,2023
20231008,2023-10-08,2023,Q4,10,October,Oct,2023-10,8,7,Sunday,True,False,2023
20231009,2023-10-09,2023,Q4,10,October,Oct,2023-10,9,1,Monday,False,False,2023
20231010,2023-10-10,2023,Q4,10,October,Oct,2023-10,10,2,Tuesday,False,False,2023
20231011,2023-10-11,2023,Q4,10,October,Oct,2023-10,11,3,Wednesday,False,False,2023
20231012,2023-10-12,2023,Q4,10,October,Oct,2023-10,12,4,Thursday,False,False,2023
20231013,2023-10-13,2023,Q4,10,October,Oct,2023-10,13,5,Friday,False,False,2023
20231014,2023-10-14,2023,Q4,10,October,Oct,2023-10,14,6,Saturday,True,False,2023
20231015,2023-10-15,2023,Q4,10,October,Oct,2023-10,15,7,Sunday,True,False,2023
20231016,2023-10-16,2023,Q4,10,October,Oct,2023-10,16,1,Monday,False,False,2023
20231017,2023-10-17,2023,Q4,10,October,Oct,2023-10,17,2,Tuesday,False,False,2023
20231018,2023-10-18,2023,Q4,10,October,Oct,2023-10,18,3,Wednesday,False,False,2023
20231019,2023-10-19,2023,Q4,10,October,Oct,2023-10,19,4,Thursday,False,False,2023
20231020,2023-10-20,2023,Q4,10,October,Oct,2023-10,20,5,Friday,False,False,2023
20231021,2023-10-21,2023,Q4,10,October,Oct,2023-10,21,6,Saturday,True,False,2023
20231022,2023-10-22,2023,Q4,10,October,Oct,2023-10,22,7,Sunday,True,False,2023
20231023,2023-10-23,2023,Q4,10,October,Oct,2023-10,23,1,Monday,False,False,2023
