date,cost_center_id,account_id,budget_amount
2023-02-01,4000,4200,71250.0
2023-02-01,4000,5500,-63840.0
2023-02-01,4000,5800,-9405.0
2023-02-01,4000,6200,-3206.25
2023-02-01,5000,5500,-19950.0
2023-02-01,5000,5700,-35625.0
2023-02-01,5000,5800,-3420.0
2023-02-01,5000,6200,-2137.5
2023-02-01,6000,5500,-35910.0
2023-02-01,6000,5600,-28500.0
2023-02-01,6000,6000,-7481.25
2023-02-01,6000,6100,-16458.75
2023-02-01,6000,6200,-2137.5
2023-02-01,7000,5500,-31920.0
2023-02-01,7000,5800,-4275.0
2023-02-01,7000,6000,-6412.5
2023-02-01,7000,6200,-1710.0
2023-02-01,8000,5400,-18525.0
2023-02-01,8000,5500,-43890.0
2023-02-01,8000,5900,-9975.0
2023-02-01,8000,6000,-7481.25
2023-02-01,8000,6200,-3206.25
2023-03-01,1000,5000,-535500.0
2023-03-01,1000,5100,-33660.0
2023-03-01,1000,5300,-32130.0
2023-03-01,1000,5500,-149940.0
2023-03-01,1000,6100,-32818.5
2023-03-01,1000,6200,-4590.0
2023-03-01,2000,5100,-27540.0
2023-03-01,2000,5500,-29988.0
2023-03-01,2000,6200,-2295.0
2023-03-01,3000,5200,-68850.0
2023-03-01,3000,5300,-13770.0
2023-03-01,3000,5500,-38556.0
2023-03-01,3000,6200,-2754.0
2023-03-01,4000,4000,1147500.0
2023-03-01,4000,4100,306000.0
2023-03-01,4000,4200,76500.0
2023-03-01,4000,5500,-68544.0
2023-03-01,4000,5800,-10098.0
2023-03-01,4000,6200,-3442.5
2023-03-01,5000,5500,-21420.0
2023-03-01,5000,5700,-38250.0
2023-03-01,5000,5800,-3672.0
2023-03-01,5000,6200,-2295.0
2023-03-01,6000,5500,-38556.0
2023-03-01,6000,5600,-30600.0
2023-03-01,6000,6000,-8032.5
2023-03-01,6000,6100,-17671.5
2023-03-01,6000,6200,-2295.0
2023-03-01,7000,5500,-34272.0
2023-03-01,7000,5800,-4590.0
2023-03-01,7000,6000,-6885.0
2023-03-01,7000,6200,-1836.0
2023-03-01,8000,5400,-19890.0
2023-03-01,8000,5500,-47124.0
2023-03-01,8000,5900,-10710.0
2023-03-01,8000,6000,-8032.5
2023-03-01,8000,6200,-3442.5
2023-04-01,1000,5000,-525000.0
2023-04-01,1000,5100,-33000.0
2023-04-01,1000,5300,-31500.0
2023-04-01,1000,5500,-147000.0
2023-04-01,1000,6100,-32175.0
2023-04-01,1000,6200,-4500.0
2023-04-01,2000,5100,-27000.0
2023-04-01,2000,5500,-29400.0
2023-04-01,2000,6200,-2250.0
2023-04-01,3000,5200,-67500.0
2023-04-01,3000,5300,-13500.0
2023-04-01,3000,5500,-37800.0
2023-04-01,3000,6200,-2700.0
2023-04-01,4000,4000,1125000.0
2023-04-01,4000,4100,300000.0
2023-04-01,4000,4200,75000.0
2023-04-01,4000,5500,-67200.0
2023-04-01,4000,5800,-9900.0
2023-04-01,4000,6200,-3375.0
2023-04-01,5000,5500,-21000.0
2023-04-01,5000,5700,-37500.0
2023-04-01,5000,5800,-3600.0
2023-04-01,5000,6200,-2250.0
2023-04-01,6000,5500,-37800.0
2023-04-01,6000,5600,-30000.0
2023-04-01,6000,6000,-7875.0
2023-04-01,6000,6100,-17325.0
2023-04-01,6000,6200,-2250.0
2023-04-01,7000,5500,-33600.0
2023-04-01,7000,5800,-4500.0
2023-04-01,7000,6000,-6750.0
2023-04-01,7000,6200,-1800.0
2023-04-01,8000,5400,-19500.0
2023-04-01,8000,5500,-46200.0
2023-04-01,8000,5900,-10500.0
2023-04-01,8000,6000,-7875.0
2023-04-01,8000,6200,-3375.0
2023-05-01,1000,5000,-525000.0
2023-05-01,1000,5100,-33000.0
2023-05-01,1000,5300,-31500.0
2023-05-01,1000,5500,-147000.0
2023-05-01,1000,6100,-32175.0
2023-05-01,1000,6200,-4500.0
2023-05-01,2000,5100,-27000.0
2023-05-01,2000,5500,-29400.0
2023-05-01,2000,6200,-2250.0
2023-05-01,3000,5200,-67500.0
2023-05-01,3000,5300,-13500.0
2023-05-01,3000,5500,-37800.0
2023-05-01,3000,6200,-2700.0
2023-05-01,4000,4000,1125000.0
2023-05-01,4000,4100,300000.0
2023-05-01,4000,4200,75000.0
2023-05-01,4000,5500,-67200.0
2023-05-01,4000,5800,-9900.0
2023-05-01,4000,6200,-3375.0
2023-05-01,5000,5500,-21000.0
2023-05-01,5000,5700,-37500.0
2023-05-01,5000,5800,-3600.0
2023-05-01,5000,6200,-2250.0
2023-05-01,6000,5500,-37800.0
2023-05-01,6000,5600,-30000.0
2023-05-01,6000,6000,-7875.0
2023-05-01,6000,6100,-17325.0
2023-05-01,6000,6200,-2250.0
2023-05-01,7000,5500,-33600.0
2023-05-01,7000,5800,-4500.0
2023-05-01,7000,6000,-6750.0
2023-05-01,7000,6200,-1800.0
2023-05-01,8000,5400,-19500.0
2023-05-01,8000,5500,-46200.0
2023-05-01,8000,5900,-10500.0
2023-05-01,8000,6000,-7875.0
2023-05-01,8000,6200,-3375.0
2023-06-01,1000,5000,-540750.0
2023-06-01,1000,5100,-33990.0
2023-06-01,1000,5300,-32445.0
2023-06-01,1000,5500,-151410.0
2023-06-01,1000,6100,-33140.25
2023-06-01,1000,6200,-4635.0
2023-06-01,2000,5100,-27810.0
2023-06-01,2000,5500,-30282.0
2023-06-01,2000,6200,-2317.5
2023-06-01,3000,5200,-69525.0
2023-06-01,3000,5300,-13905.0
2023-06-01,3000,5500,-38934.0
2023-06-01,3000,6200,-2781.0
2023-06-01,4000,4000,1158750.0
2023-06-01,4000,4100,309000.0
2023-06-01,4000,4200,77250.0
2023-06-01,4000,5500,-69216.0
2023-06-01,4000,5800,-10197.0
2023-06-01,4000,6200,-3476.25
2023-06-01,5000,5500,-21630.0
2023-06-01,5000,5700,-38625.0
2023-06-01,5000,5800,-3708.0
2023-06-01,5000,6200,-2317.5
2023-06-01,6000,5500,-38934.0
2023-06-01,6000,5600,-30900.0
2023-06-01,6000,6000,-8111.25
2023-06-01,6000,6100,-17844.75
2023-06-01,6000,6200,-2317.5
2023-06-01,7000,5500,-34608.0
2023-06-01,7000,5800,-4635.0
2023-06-01,7000,6000,-6952.5
2023-06-01,7000,6200,-1854.0
2023-06-01,8000,5400,-20085.0
2023-06-01,8000,5500,-47586.0
2023-06-01,8000,5900,-10815.0
2023-06-01,8000,6000,-8111.25
2023-06-01,8000,6200,-3476.25
2023-07-01,1000,5000,-514500.0
2023-07-01,1000,5100,-32340.0
2023-07-01,1000,5300,-30870.0
2023-07-01,1000,5500,-144060.0
2023-07-01,1000,6100,-31531.5
2023-07-01,1000,6200,-4410.0
2023-07-01,2000,5100,-26460.0
2023-07-01,2000,5500,-28812.0
2023-07-01,2000,6200,-2205.0
2023-07-01,3000,5200,-66150.0
2023-07-01,3000,5300,-13230.0
2023-07-01,3000,5500,-37044.0
2023-07-01,3000,6200,-2646.0
2023-07-01,4000,4000,1102500.0
2023-07-01,4000,4100,294000.0
2023-07-01,4000,4200,73500.0
2023-07-01,4000,5500,-65856.0
2023-07-01,4000,5800,-9702.0
2023-07-01,4000,6200,-3307.5
2023-07-01,5000,5500,-20580.0
2023-07-01,5000,5700,-36750.0
2023-07-01,5000,5800,-3528.0
2023-07-01,5000,6200,-2205.0
2023-07-01,6000,5500,-37044.0
2023-07-01,6000,5600,-29400.0
2023-07-01,6000,6000,-7717.5
2023-07-01,6000,6100,-16978.5
2023-07-01,6000,6200,-2205.0
2023-07-01,7000,5500,-32928.0
2023-07-01,7000,5800,-4410.0
2023-07-01,7000,6000,-6615.0
2023-07-01,7000,6200,-1764.0
2023-07-01,8000,5400,-19110.0
2023-07-01,8000,5500,-45276.0
2023-07-01,8000,5900,-10290.0
2023-07-01,8000,6000,-7717.5
2023-07-01,8000,6200,-3307.5
2023-08-01,1000,5000,-393750.0
2023-08-01,1000,5100,-24750.0
2023-08-01,1000,5300,-23625.0
2023-08-01,1000,5500,-110250.0
2023-08-01,1000,6100,-24131.25
2023-08-01,1000,6200,-3375.0
2023-08-01,2000,5100,-20250.0
2023-08-01,2000,5500,-22050.0
2023-08-01,2000,6200,-1687.5
2023-08-01,3000,5200,-50625.0
2023-08-01,3000,5300,-10125.0
2023-08-01,3000,5500,-28350.0
2023-08-01,3000,6200,-2025.0
2023-08-01,4000,4000,843750.0
2023-08-01,4000,4100,225000.0
2023-08-01,4000,4200,56250.0
2023-08-01,4000,5500,-50400.0
2023-08-01,4000,5800,-7425.0
2023-08-01,4000,6200,-2531.25
2023-08-01,5000,5500,-15750.0
2023-08-01,5000,5700,-28125.0
2023-08-01,5000,5800,-2700.0
2023-08-01,5000,6200,-1687.5
2023-08-01,6000,5500,-28350.0
2023-08-01,6000,5600,-22500.0
2023-08-01,6000,6000,-5906.25
2023-08-01,6000,6100,-12993.75
2023-08-01,6000,6200,-1687.5
2023-08-01,7000,5500,-25200.0
2023-08-01,7000,5800,-3375.0
2023-08-01,7000,6000,-5062.5
2023-08-01,7000,6200,-1350.0
2023-08-01,8000,5400,-14625.0
2023-08-01,8000,5500,-34650.0
2023-08-01,8000,5900,-7875.0
2023-08-01,8000,6000,-5906.25
2023-08-01,8000,6200,-2531.25
2023-09-01,1000,5000,-551250.0
2023-09-01,1000,5100,-34650.0
2023-09-01,1000,5300,-33075.0
2023-09-01,1000,5500,-154350.0
2023-09-01,1000,6100,-33783.75
2023-09-01,1000,6200,-4725.0
2023-09-01,2000,5100,-28350.0
2023-09-01,2000,5500,-30870.0
2023-09-01,2000,6200,-2362.5
2023-09-01,3000,5200,-70875.0
2023-09-01,3000,5300,-14175.0
2023-09-01,3000,5500,-39690.0
2023-09-01,3000,6200,-2835.0
2023-09-01,4000,4000,1181250.0
2023-09-01,4000,4100,315000.0
2023-09-01,4000,4200,78750.0
2023-09-01,4000,5500,-70560.0
2023-09-01,4000,5800,-10395.0
2023-09-01,4000,6200,-3543.75
2023-09-01,5000,5500,-22050.0
2023-09-01,5000,5700,-39375.0
2023-09-01,5000,5800,-3780.0
2023-09-01,5000,6200,-2362.5
2023-09-01,6000,5500,-39690.0
2023-09-01,6000,5600,-31500.0
2023-09-01,6000,6000,-8268.75
2023-09-01,6000,6100,-18191.25
2023-09-01,6000,6200,-2362.5
2023-09-01,7000,5500,-35280.0
2023-09-01,7000,5800,-4725.0
2023-09-01,7000,6000,-7087.5
2023-09-01,7000,6200,-1890.0
2023-09-01,8000,5400,-20475.0
2023-09-01,8000,5500,-48510.0
2023-09-01,8000,5900,-11025.0
2023-09-01,8000,6000,-8268.75
2023-09-01,8000,6200,-3543.75
2023-10-01,1000,5000,-567000.0
2023-10-01,1000,5100,-35640.0
2023-10-01,1000,5300,-34020.0
2023-10-01,1000,5500,-158760.0
2023-10-01,1000,6100,-34749.0
2023-10-01,1000,6200,-4860.0
2023-10-01,2000,5100,-29160.0
2023-10-01,2000,5500,-31752.0
2023-10-01,2000,6200,-2430.0
2023-10-01,3000,5200,-72900.0
2023-10-01,3000,5300,-14580.0
2023-10-01,3000,5500,-40824.0
2023-10-01,3000,6200,-2916.0
2023-10-01,4000,4000,1215000.0
2023-10-01,4000,4100,324000.0
2023-10-01,4000,4200,81000.0
2023-10-01,4000,5500,-72576.0
2023-10-01,4000,5800,-10692.0
2023-10-01,4000,6200,-3645.0
2023-10-01,5000,5500,-22680.0
2023-10-01,5000,5700,-40500.0
2023-10-01,5000,5800,-3888.0
2023-10-01,5000,6200,-2430.0
2023-10-01,6000,5500,-40824.0
2023-10-01,6000,5600,-32400.0
2023-10-01,6000,6000,-8505.0
2023-10-01,6000,6100,-18711.0
2023-10-01,6000,6200,-2430.0
2023-10-01,7000,5500,-36288.0
2023-10-01,7000,5800,-4860.0
2023-10-01,7000,6000,-7290.0
2023-10-01,7000,6200,-1944.0
2023-10-01,8000,5400,-21060.0
2023-10-01,8000,5500,-49896.0
2023-10-01,8000,5900,-11340.0
2023-10-01,8000,6000,-8505.0
2023-10-01,8000,6200,-3645.0
2023-11-01,1000,5000,-577500.0
2023-11-01,1000,5100,-36300.0
2023-11-01,1000,5300,-34650.0
2023-11-01,1000,5500,-161700.0
2023-11-01,1000,6100,-35392.5
2023-11-01,1000,6200,-4950.0
2023-11-01,2000,5100,-29700.0
2023-11-01,2000,5500,-32340.0
2023-11-01,2000,6200,-2475.0
2023-11-01,3000,5200,-74250.0
2023-11-01,3000,5300,-14850.0
2023-11-01,3000,5500,-41580.0
2023-11-01,3000,6200,-2970.0
2023-11-01,4000,4000,1237500.0
2023-11-01,4000,4100,330000.0
2023-11-01,4000,4200,82500.0
2023-11-01,4000,5500,-73920.0
2023-11-01,4000,5800,-10890.0
2023-11-01,4000,6200,-3712.5
2023-11-01,5000,5500,-23100.0
2023-11-01,5000,5700,-41250.0
2023-11-01,5000,5800,-3960.0
2023-11-01,5000,6200,-2475.0
2023-11-01,6000,5500,-41580.0
2023-11-01,6000,5600,-33000.0
2023-11-01,6000,6000,-8662.5
2023-11-01,6000,6100,-19057.5
2023-11-01,6000,6200,-2475.0
2023-11-01,7000,5500,-36960.0
2023-11-01,7000,5800,-4950.0
2023-11-01,7000,6000,-7425.0
2023-11-01,7000,6200,-1980.0
2023-11-01,8000,5400,-21450.0
2023-11-01,8000,5500,-50820.0
2023-11-01,8000,5900,-11550.0
2023-11-01,8000,6000,-8662.5
2023-11-01,8000,6200,-3712.5
2023-12-01,1000,5000,-572250.0
2023-12-01,1000,5100,-35970.0
2023-12-01,1000,5300,-34335.0
2023-12-01,1000,5500,-160230.0
2023-12-01,1000,6100,-35070.75
2023-12-01,1000,6200,-4905.0
2023-12-01,2000,5100,-29430.0
2023-12-01,2000,5500,-32046.0
2023-12-01,2000,6200,-2452.5
2023-12-01,3000,5200,-73575.0
2023-12-01,3000,5300,-14715.0
2023-12-01,3000,5500,-41202.0
2023-12-01,3000,6200,-2943.0
2023-12-01,4000,4000,1226250.0
2023-12-01,4000,4100,327000.0
2023-12-01,4000,4200,81750.0
2023-12-01,4000,5500,-73248.0
2023-12-01,4000,5800,-10791.0
2023-12-01,4000,6200,-3678.75
2023-12-01,5000,5500,-22890.0
2023-12-01,5000,5700,-40875.0
2023-12-01,5000,5800,-3924.0
2023-12-01,5000,6200,-2452.5
2023-12-01,6000,5500,-41202.0
2023-12-01,6000,5600,-32700.0
2023-12-01,6000,6000,-8583.75
2023-12-01,6000,6100,-18884.25
2023-12-01,6000,6200,-2452.5
2023-12-01,7000,5500,-36624.0
2023-12-01,7000,5800,-4905.0
2023-12-01,7000,6000,-7357.5
2023-12-01,7000,6200,-1962.0
2023-12-01,8000,5400,-21255.0
2023-12-01,8000,5500,-50358.0
2023-12-01,8000,5900,-11445.0
2023-12-01,8000,6000,-8583.75
2023-12-01,8000,6200,-3678.75
2024-01-01,1000,5000,-528675.0
2024-01-01,1000,5100,-32917.5
2024-01-01,1000,5300,-32319.0
2024-01-01,1000,5500,-146632.5
2024-01-01,1000,6100,-33011.55
2024-01-01,1000,6200,-4446.0
2024-01-01,2000,5100,-26932.5
2024-01-01,2000,5500,-29326.5
2024-01-01,2000,6200,-2223.0
2024-01-01,3000,5200,-67972.5
2024-01-01,3000,5300,-13851.0
2024-01-01,3000,5500,-37705.5
2024-01-01,3000,6200,-2667.6
2024-01-01,4000,4000,1143562.5
2024-01-01,4000,4100,304950.0
2024-01-01,4000,4200,73387.5
2024-01-01,4000,5500,-67032.0
2024-01-01,4000,5800,-9875.25
2024-01-01,4000,6200,-3334.5
2024-01-01,5000,5500,-20947.5
2024-01-01,5000,5700,-37050.0
2024-01-01,5000,5800,-3591.0
2024-01-01,5000,6200,-2223.0
2024-01-01,6000,5500,-37705.5
2024-01-01,6000,5600,-34200.0
2024-01-01,6000,6000,-7930.12
2024-01-01,6000,6100,-17775.45
2024-01-01,6000,6200,-2223.0
2024-01-01,7000,5500,-33516.0
2024-01-01,7000,5800,-4488.75
2024-01-01,7000,6000,-6797.25
2024-01-01,7000,6200,-1778.4
2024-01-01,8000,5400,-18895.5
2024-01-01,8000,5500,-46084.5
2024-01-01,8000,5900,-10274.25
2024-01-01,8000,6000,-7930.12
2024-01-01,8000,6200,-3334.5
2024-02-01,1000,5000,-528675.0
2024-02-01,1000,5100,-32917.5
2024-02-01,1000,5300,-32319.0
2024-02-01,1000,5500,-146632.5
2024-02-01,1000,6100,-33011.55
2024-02-01,1000,6200,-4446.0
2024-02-01,2000,5100,-26932.5
2024-02-01,2000,5500,-29326.5
2024-02-01,2000,6200,-2223.0
2024-02-01,3000,5200,-67972.5
2024-02-01,3000,5300,-13851.0
2024-02-01,3000,5500,-37705.5
2024-02-01,3000,6200,-2667.6
2024-02-01,4000,4000,1143562.5
2024-02-01,4000,4100,304950.0
2024-02-01,4000,4200,73387.5
2024-02-01,4000,5500,-67032.0
2024-02-01,4000,5800,-9875.25
2024-02-01,4000,6200,-3334.5
2024-02-01,5000,5500,-20947.5
2024-02-01,5000,5700,-37050.0
2024-02-01,5000,5800,-3591.0
2024-02-01,5000,6200,-2223.0
2024-02-01,6000,5500,-37705.5
2024-02-01,6000,5600,-34200.0
2024-02-01,6000,6000,-7930.12
2024-02-01,6000,6100,-17775.45
2024-02-01,6000,6200,-2223.0
2024-02-01,7000,5500,-33516.0
2024-02-01,7000,5800,-4488.75
2024-02-01,7000,6000,-6797.25
2024-02-01,7000,6200,-1778.4
2024-02-01,8000,5400,-18895.5
2024-02-01,8000,5500,-46084.5
2024-02-01,8000,5900,-10274.25
2024-02-01,8000,6000,-7930.12
2024-02-01,8000,6200,-3334.5
2024-03-01,1000,5000,-567630.0
2024-03-01,1000,5100,-35343.0
2024-03-01,1000,5300,-34700.4
2024-03-01,1000,5500,-157437.0
2024-03-01,1000,6100,-35443.98
2024-03-01,1000,6200,-4773.6
2024-03-01,2000,5100,-28917.0
2024-03-01,2000,5500,-31487.4
2024-03-01,2000,6200,-2386.8
2024-03-01,3000,5200,-72981.0
2024-03-01,3000,5300,-14871.6
2024-03-01,3000,5500,-40483.8
2024-03-01,3000,6200,-2864.16
2024-03-01,4000,4000,1227825.0
2024-03-01,4000,4100,327420.0
2024-03-01,4000,4200,78795.0
2024-03-01,4000,5500,-71971.2
2024-03-01,4000,5800,-10602.9
2024-03-01,4000,6200,-3580.2
2024-03-01,5000,5500,-22491.0
2024-03-01,5000,5700,-39780.0
2024-03-01,5000,5800,-3855.6
2024-03-01,5000,6200,-2386.8
2024-03-01,6000,5500,-40483.8
2024-03-01,6000,5600,-36720.0
2024-03-01,6000,6000,-8514.45
2024-03-01,6000,6100,-19085.22
2024-03-01,6000,6200,-2386.8
2024-03-01,7000,5500,-35985.6
2024-03-01,7000,5800,-4819.5
2024-03-01,7000,6000,-7298.1
2024-03-01,7000,6200,-1909.44
2024-03-01,8000,5400,-20287.8
2024-03-01,8000,5500,-49480.2
2024-03-01,8000,5900,-11031.3
2024-03-01,8000,6000,-8514.45
2024-03-01,8000,6200,-3580.2
2024-04-01,1000,5000,-556500.0
2024-04-01,1000,5100,-34650.0
2024-04-01,1000,5300,-34020.0
2024-04-01,1000,5500,-154350.0
2024-04-01,1000,6100,-34749.0
2024-04-01,1000,6200,-4680.0
2024-04-01,2000,5100,-28350.0
2024-04-01,2000,5500,-30870.0
2024-04-01,2000,6200,-2340.0
2024-04-01,3000,5200,-71550.0
2024-04-01,3000,5300,-14580.0
2024-04-01,3000,5500,-39690.0
2024-04-01,3000,6200,-2808.0
2024-04-01,4000,4000,1203750.0
2024-04-01,4000,4100,321000.0
2024-04-01,4000,4200,77250.0
2024-04-01,4000,5500,-70560.0
2024-04-01,4000,5800,-10395.0
2024-04-01,4000,6200,-3510.0
2024-04-01,5000,5500,-22050.0
2024-04-01,5000,5700,-39000.0
2024-04-01,5000,5800,-3780.0
2024-04-01,5000,6200,-2340.0
2024-04-01,6000,5500,-39690.0
2024-04-01,6000,5600,-36000.0
2024-04-01,6000,6000,-8347.5
2024-04-01,6000,6100,-18711.0
2024-04-01,6000,6200,-2340.0
2024-04-01,7000,5500,-35280.0
2024-04-01,7000,5800,-4725.0
2024-04-01,7000,6000,-7155.0
2024-04-01,7000,6200,-1872.0
2024-04-01,8000,5400,-19890.0
2024-04-01,8000,5500,-48510.0
2024-04-01,8000,5900,-10815.0
2024-04-01,8000,6000,-8347.5
2024-04-01,8000,6200,-3510.0
2024-05-01,1000,5000,-556500.0
2024-05-01,1000,5100,-34650.0
2024-05-01,1000,5300,-34020.0
2024-05-01,1000,5500,-154350.0
2024-05-01,1000,6100,-34749.0
2024-05-01,1000,6200,-4680.0
2024-05-01,2000,5100,-28350.0
2024-05-01,2000,5500,-30870.0
2024-05-01,2000,6200,-2340.0
2024-05-01,3000,5200,-71550.0
2024-05-01,3000,5300,-14580.0
2024-05-01,3000,5500,-39690.0
2024-05-01,3000,6200,-2808.0
2024-05-01,4000,4000,1203750.0
2024-05-01,4000,4100,321000.0
2024-05-01,4000,4200,77250.0
2024-05-01,4000,5500,-70560.0
2024-05-01,4000,5800,-10395.0
2024-05-01,4000,6200,-3510.0
2024-05-01,5000,5500,-22050.0
2024-05-01,5000,5700,-39000.0
2024-05-01,5000,5800,-3780.0
2024-05-01,5000,6200,-2340.0
2024-05-01,6000,5500,-39690.0
2024-05-01,6000,5600,-36000.0
2024-05-01,6000,6000,-8347.5
2024-05-01,6000,6100,-18711.0
2024-05-01,6000,6200,-2340.0
2024-05-01,7000,5500,-35280.0
2024-05-01,7000,5800,-4725.0
2024-05-01,7000,6000,-7155.0
2024-05-01,7000,6200,-1872.0
2024-05-01,8000,5400,-19890.0
2024-05-01,8000,5500,-48510.0
2024-05-01,8000,5900,-10815.0
2024-05-01,8000,6000,-8347.5
2024-05-01,8000,6200,-3510.0
2024-06-01,1000,5000,-573195.0
2024-06-01,1000,5100,-35689.5
2024-06-01,1000,5300,-35040.6
2024-06-01,1000,5500,-158980.5
2024-06-01,1000,6100,-35791.47
2024-06-01,1000,6200,-4820.4
2024-06-01,2000,5100,-29200.5
2024-06-01,2000,5500,-31796.1
2024-06-01,2000,6200,-2410.2
2024-06-01,3000,5200,-73696.5
2024-06-01,3000,5300,-15017.4
2024-06-01,3000,5500,-40880.7
2024-06-01,3000,6200,-2892.24
2024-06-01,4000,4000,1239862.5
2024-06-01,4000,4100,330630.0
2024-06-01,4000,4200,79567.5
2024-06-01,4000,5500,-72676.8
2024-06-01,4000,5800,-10706.85
2024-06-01,4000,6200,-3615.3
2024-06-01,5000,5500,-22711.5
2024-06-01,5000,5700,-40170.0
2024-06-01,5000,5800,-3893.4
2024-06-01,5000,6200,-2410.2
2024-06-01,6000,5500,-40880.7
2024-06-01,6000,5600,-37080.0
2024-06-01,6000,6000,-8597.93
2024-06-01,6000,6100,-19272.33
2024-06-01,6000,6200,-2410.2
2024-06-01,7000,5500,-36338.4
2024-06-01,7000,5800,-4866.75
2024-06-01,7000,6000,-7369.65
2024-06-01,7000,6200,-1928.16
2024-06-01,8000,5400,-20486.7
2024-06-01,8000,5500,-49965.3
2024-06-01,8000,5900,-11139.45
2024-06-01,8000,6000,-8597.93
2024-06-01,8000,6200,-3615.3
2024-07-01,1000,5000,-545370.0
2024-07-01,1000,5100,-33957.0
2024-07-01,1000,5300,-33339.6
2024-07-01,1000,5500,-151263.0
2024-07-01,1000,6100,-34054.02
2024-07-01,1000,6200,-4586.4
2024-07-01,2000,5100,-27783.0
2024-07-01,2000,5500,-30252.6
2024-07-01,2000,6200,-2293.2
2024-07-01,3000,5200,-70119.0
2024-07-01,3000,5300,-14288.4
2024-07-01,3000,5500,-38896.2
2024-07-01,3000,6200,-2751.84
2024-07-01,4000,4000,1179675.0
2024-07-01,4000,4100,314580.0
2024-07-01,4000,4200,75705.0
2024-07-01,4000,5500,-69148.8
2024-07-01,4000,5800,-10187.1
2024-07-01,4000,6200,-3439.8
2024-07-01,5000,5500,-21609.0
2024-07-01,5000,5700,-38220.0
2024-07-01,5000,5800,-3704.4
2024-07-01,5000,6200,-2293.2
2024-07-01,6000,5500,-38896.2
2024-07-01,6000,5600,-35280.0
2024-07-01,6000,6000,-8180.55
2024-07-01,6000,6100,-18336.78
2024-07-01,6000,6200,-2293.2
2024-07-01,7000,5500,-34574.4
2024-07-01,7000,5800,-4630.5
2024-07-01,7000,6000,-7011.9
2024-07-01,7000,6200,-1834.56
2024-07-01,8000,5400,-19492.2
2024-07-01,8000,5500,-47539.8
2024-07-01,8000,5900,-10598.7
2024-07-01,8000,6000,-8180.55
2024-07-01,8000,6200,-3439.8
2024-08-01,1000,5000,-417375.0
2024-08-01,1000,5100,-25987.5
2024-08-01,1000,5300,-25515.0
2024-08-01,1000,5500,-115762.5
2024-08-01,1000,6100,-26061.75
2024-08-01,1000,6200,-3510.0
2024-08-01,2000,5100,-21262.5
2024-08-01,2000,5500,-23152.5
2024-08-01,2000,6200,-1755.0
2024-08-01,3000,5200,-53662.5
2024-08-01,3000,5300,-10935.0
2024-08-01,3000,5500,-29767.5
2024-08-01,3000,6200,-2106.0
2024-08-01,4000,4000,902812.5
2024-08-01,4000,4100,240750.0
2024-08-01,4000,4200,57937.5
2024-08-01,4000,5500,-52920.0
2024-08-01,4000,5800,-7796.25
2024-08-01,4000,6200,-2632.5
2024-08-01,5000,5500,-16537.5
2024-08-01,5000,5700,-29250.0
2024-08-01,5000,5800,-2835.0
2024-08-01,5000,6200,-1755.0
2024-08-01,6000,5500,-29767.5
2024-08-01,6000,5600,-27000.0
2024-08-01,6000,6000,-6260.62
2024-08-01,6000,6100,-14033.25
2024-08-01,6000,6200,-1755.0
2024-08-01,7000,5500,-26460.0
2024-08-01,7000,5800,-3543.75
2024-08-01,7000,6000,-5366.25
2024-08-01,7000,6200,-1404.0
2024-08-01,8000,5400,-14917.5
2024-08-01,8000,5500,-36382.5
