date,cost_center_id,account_id,forecast_amount
2023-04-01,1000,6100,-32487.09
2023-04-01,1000,6200,-4304.81
2023-04-01,2000,5100,-24141.13
2023-04-01,2000,5500,-29342.71
2023-04-01,2000,6200,-2032.33
2023-04-01,3000,5200,-68411.45
2023-04-01,3000,5300,-13548.92
2023-04-01,3000,5500,-36525.04
2023-04-01,3000,6200,-2724.65
2023-04-01,4000,4000,1075182.95
2023-04-01,4000,4100,289263.28
2023-04-01,4000,4200,76929.98
2023-04-01,4000,5500,-63923.83
2023-04-01,4000,5800,-9770.24
2023-04-01,4000,6200,-3714.86
2023-04-01,5000,5500,-20262.35
2023-04-01,5000,5700,-56999.31
2023-04-01,5000,5800,-3744.4
2023-04-01,5000,6200,-2418.92
2023-04-01,6000,5500,-37294.81
2023-04-01,6000,5600,-30036.76
2023-04-01,6000,6000,-7826.33
2023-04-01,6000,6100,-17447.37
2023-04-01,6000,6200,-2173.21
2023-04-01,7000,5500,-34830.97
2023-04-01,7000,5800,-4596.86
2023-04-01,7000,6000,-6562.1
2023-04-01,7000,6200,-1779.31
2023-04-01,8000,5400,-20002.27
2023-04-01,8000,5500,-43748.83
2023-04-01,8000,5900,-11061.71
2023-04-01,8000,6000,-7804.48
2023-04-01,8000,6200,-3177.44
2023-05-01,1000,5000,-509689.23
2023-05-01,1000,5100,-32136.53
2023-05-01,1000,5300,-30161.36
2023-05-01,1000,5500,-146445.74
2023-05-01,1000,6100,-32002.77
2023-05-01,1000,6200,-4457.13
2023-05-01,2000,5100,-22212.84
2023-05-01,2000,5500,-27332.91
2023-05-01,2000,6200,-2003.42
2023-05-01,3000,5200,-67060.8
2023-05-01,3000,5300,-13214.1
2023-05-01,3000,5500,-35581.83
2023-05-01,3000,6200,-2725.07
2023-05-01,4000,4000,1098418.18
2023-05-01,4000,4100,303787.26
2023-05-01,4000,4200,78617.56
2023-05-01,4000,5500,-72923.42
2023-05-01,4000,5800,-10035.26
2023-05-01,4000,6200,-3300.03
2023-05-01,5000,5500,-19918.57
2023-05-01,5000,5700,-49879.3
2023-05-01,5000,5800,-3848.93
2023-05-01,5000,6200,-2292.44
2023-05-01,6000,5500,-36141.66
2023-05-01,6000,5600,-28594.12
2023-05-01,6000,6000,-8119.86
2023-05-01,6000,6100,-16372.2
2023-05-01,6000,6200,-2341.14
2023-05-01,7000,5500,-36068.81
2023-05-01,7000,5800,-4322.37
2023-05-01,7000,6000,-6867.39
2023-05-01,7000,6200,-1811.19
2023-05-01,8000,5400,-18816.05
2023-05-01,8000,5500,-51568.56
2023-05-01,8000,5900,-10396.98
2023-05-01,8000,6000,-7756.51
2023-05-01,8000,6200,-3422.49
2023-06-01,1000,5000,-547595.77
2023-06-01,1000,5100,-33857.73
2023-06-01,1000,5300,-32945.75
2023-06-01,1000,5500,-158624.04
2023-06-01,1000,6100,-33374.24
2023-06-01,1000,6200,-4566.05
2023-06-01,2000,5100,-27124.6
2023-06-01,2000,5500,-30600.26
2023-06-01,2000,6200,-1939.19
2023-06-01,3000,5200,-73900.5
2023-06-01,3000,5300,-13480.59
2023-06-01,3000,5500,-39681.76
2023-06-01,3000,6200,-2817.49
2023-06-01,4000,4000,1161213.75
2023-06-01,4000,4100,309001.05
2023-06-01,4000,4200,75020.39
2023-06-01,4000,5500,-64385.87
2023-06-01,4000,5800,-10077.83
2023-06-01,4000,6200,-3716.44
2023-06-01,5000,5500,-22432.42
2023-06-01,5000,5700,-38706.06
2023-06-01,5000,5800,-3692.65
2023-06-01,5000,6200,-2175.31
2023-06-01,6000,5500,-39641.7
2023-06-01,6000,5600,-31225.95
2023-06-01,6000,6000,-8588.68
2023-06-01,6000,6100,-18056.03
2023-06-01,6000,6200,-2397.58
2023-06-01,7000,5500,-33070.81
2023-06-01,7000,5800,-4588.28
2023-06-01,7000,6000,-6238.71
2023-06-01,7000,6200,-1829.64
2023-06-01,8000,5400,-19191.29
2023-06-01,8000,5500,-46688.48
2023-06-01,8000,5900,-10881.0
2023-06-01,8000,6000,-8034.4
2023-06-01,8000,6200,-3467.72
2023-07-01,1000,5000,-529439.23
2023-07-01,1000,5100,-34516.38
2023-07-01,1000,5300,-32441.33
2023-07-01,1000,5500,-146025.15
2023-07-01,1000,6100,-30520.58
2023-07-01,1000,6200,-4455.47
2023-07-01,2000,5100,-24694.48
2023-07-01,2000,5500,-28947.61
2023-07-01,2000,6200,-1967.21
2023-07-01,3000,5200,-66813.18
2023-07-01,3000,5300,-13750.12
2023-07-01,3000,5500,-37636.46
2023-07-01,3000,6200,-2533.15
2023-07-01,4000,4000,1099025.28
2023-07-01,4000,4100,299598.72
2023-07-01,4000,4200,76477.76
2023-07-01,4000,5500,-69385.02
2023-07-01,4000,5800,-9804.29
2023-07-01,4000,6200,-3300.06
2023-07-01,5000,5500,-19746.19
2023-07-01,5000,5700,-39039.22
2023-07-01,5000,5800,-3377.22
2023-07-01,5000,6200,-2238.72
2023-07-01,6000,5500,-37292.62
2023-07-01,6000,5600,-29974.69
2023-07-01,6000,6000,-7484.2
2023-07-01,6000,6100,-16751.98
2023-07-01,6000,6200,-2293.44
2023-07-01,7000,5500,-33402.94
2023-07-01,7000,5800,-4658.64
2023-07-01,7000,6000,-6931.4
2023-07-01,7000,6200,-1715.16
2023-07-01,8000,5400,-19593.15
2023-07-01,8000,5500,-46394.97
2023-07-01,8000,5900,-10000.21
2023-07-01,8000,6000,-7871.53
2023-07-01,8000,6200,-3325.43
2023-08-01,1000,5000,-364560.09
2023-08-01,1000,5100,-23892.26
2023-08-01,1000,5300,-25087.58
2023-08-01,1000,5500,-110425.34
2023-08-01,1000,6100,-25538.34
2023-08-01,1000,6200,-3464.19
2023-08-01,2000,5100,-19026.98
2023-08-01,2000,5500,-21999.02
2023-08-01,2000,6200,-1645.68
2023-08-01,3000,5200,-47677.09
2023-08-01,3000,5300,-10215.66
2023-08-01,3000,5500,-29320.1
2023-08-01,3000,6200,-2004.62
2023-08-01,4000,4000,858465.62
2023-08-01,4000,4100,232015.46
2023-08-01,4000,4200,58938.17
2023-08-01,4000,5500,-50617.14
2023-08-01,4000,5800,-7613.1
2023-08-01,4000,6200,-2639.62
2023-08-01,5000,5500,-15862.89
2023-08-01,5000,5700,-28393.89
2023-08-01,5000,5800,-2589.63
2023-08-01,5000,6200,-1689.44
2023-08-01,6000,5500,-29175.24
2023-08-01,6000,5600,-22409.48
2023-08-01,6000,6000,-5690.66
2023-08-01,6000,6100,-13546.19
2023-08-01,6000,6200,-1693.25
2023-08-01,7000,5500,-24532.84
2023-08-01,7000,5800,-3432.53
2023-08-01,7000,6000,-4990.73
2023-08-01,7000,6200,-1288.6
2023-08-01,8000,5400,-14764.96
2023-08-01,8000,5500,-34997.8
2023-08-01,8000,5900,-8332.13
2023-08-01,8000,6000,-5865.68
2023-08-01,8000,6200,-2536.9
2023-09-01,1000,5000,-538323.65
2023-09-01,1000,5100,-33943.74
2023-09-01,1000,5300,-34016.48
2023-09-01,1000,5500,-148817.75
2023-09-01,1000,6100,-34328.99
2023-09-01,1000,6200,-4421.65
2023-09-01,2000,5100,-25350.02
2023-09-01,2000,5500,-28408.31
2023-09-01,2000,6200,-2186.75
2023-09-01,3000,5200,-69346.7
2023-09-01,3000,5300,-14434.81
2023-09-01,3000,5500,-40090.53
2023-09-01,3000,6200,-2712.74
2023-09-01,4000,4000,1186391.31
2023-09-01,4000,4100,326358.32
2023-09-01,4000,4200,83026.86
2023-09-01,4000,5500,-67292.45
2023-09-01,4000,5800,-10226.96
2023-09-01,4000,6200,-3339.07
2023-09-01,5000,5500,-22867.74
2023-09-01,5000,5700,-39479.29
2023-09-01,5000,5800,-3684.06
2023-09-01,5000,6200,-2359.62
2023-09-01,6000,5500,-40398.83
2023-09-01,6000,5600,-31292.41
2023-09-01,6000,6000,-8141.52
2023-09-01,6000,6100,-18059.13
2023-09-01,6000,6200,-2416.73
2023-09-01,7000,5500,-35191.68
2023-09-01,7000,5800,-4799.8
2023-09-01,7000,6000,-7154.09
2023-09-01,7000,6200,-1877.33
2023-09-01,8000,5400,-20434.29
2023-09-01,8000,5500,-49216.81
2023-09-01,8000,5900,-11005.78
2023-09-01,8000,6000,-8381.12
2023-09-01,8000,6200,-3559.01
2023-10-01,1000,5000,-563603.94
2023-10-01,1000,5100,-34592.61
2023-10-01,1000,5300,-33389.21
2023-10-01,1000,5500,-161936.87
2023-10-01,1000,6100,-35927.87
2023-10-01,1000,6200,-4673.13
2023-10-01,2000,5100,-26953.4
2023-10-01,2000,5500,-34188.06
2023-10-01,2000,6200,-2353.5
2023-10-01,3000,5200,-72214.59
2023-10-01,3000,5300,-14080.59
2023-10-01,3000,5500,-38142.65
2023-10-01,3000,6200,-2918.3
2023-10-01,4000,4000,1263283.1
2023-10-01,4000,4100,342556.2
2023-10-01,4000,4200,83623.08
2023-10-01,4000,5500,-71616.46
2023-10-01,4000,5800,-10414.1
2023-10-01,4000,6200,-3800.76
2023-10-01,5000,5500,-22066.94
2023-10-01,5000,5700,-41013.69
2023-10-01,5000,5800,-3765.23
2023-10-01,5000,6200,-2552.44
2023-10-01,6000,5500,-41374.13
2023-10-01,6000,5600,-34262.18
2023-10-01,6000,6000,-8055.76
2023-10-01,6000,6100,-18724.62
2023-10-01,6000,6200,-2422.84
2023-10-01,7000,5500,-34650.03
2023-10-01,7000,5800,-4775.86
2023-10-01,7000,6000,-7170.29
2023-10-01,7000,6200,-1941.24
2023-10-01,8000,5400,-20991.31
2023-10-01,8000,5500,-47403.97
2023-10-01,8000,5900,-11547.87
2023-10-01,8000,6000,-8612.02
2023-10-01,8000,6200,-4010.24
2023-11-01,1000,5000,-596737.86
2023-11-01,1000,5100,-35581.75
2023-11-01,1000,5300,-35226.88
2023-11-01,1000,5500,-152904.47
2023-11-01,1000,6100,-34470.06
2023-11-01,1000,6200,-5030.43
2023-11-01,2000,5100,-28723.8
2023-11-01,2000,5500,-32377.16
2023-11-01,2000,6200,-2380.13
2023-11-01,3000,5200,-73801.07
2023-11-01,3000,5300,-14604.64
2023-11-01,3000,5500,-42551.96
2023-11-01,3000,6200,-2952.33
2023-11-01,4000,4000,1273192.45
2023-11-01,4000,4100,345203.29
2023-11-01,4000,4200,81156.73
2023-11-01,4000,5500,-71050.45
2023-11-01,4000,5800,-11012.32
2023-11-01,4000,6200,-3726.27
2023-11-01,5000,5500,-24485.78
2023-11-01,5000,5700,-59196.75
2023-11-01,5000,5800,-4010.74
2023-11-01,5000,6200,-2417.7
2023-11-01,6000,5500,-42285.28
2023-11-01,6000,5600,-32740.06
2023-11-01,6000,6000,-8496.41
2023-11-01,6000,6100,-20126.15
2023-11-01,6000,6200,-2457.75
2023-11-01,7000,5500,-35137.29
2023-11-01,7000,5800,-4993.18
2023-11-01,7000,6000,-7347.65
2023-11-01,7000,6200,-1898.02
2023-11-01,8000,5400,-19802.59
2023-11-01,8000,5500,-52722.84
2023-11-01,8000,5900,-11934.91
2023-11-01,8000,6000,-9348.45
2023-11-01,8000,6200,-3809.79
2023-12-01,1000,5000,-581465.51
2023-12-01,1000,5100,-35664.75
2023-12-01,1000,5300,-33987.56
2023-12-01,1000,5500,-162670.21
2023-12-01,1000,6100,-33226.96
2023-12-01,1000,6200,-5342.37
2023-12-01,2000,5100,-28182.71
2023-12-01,2000,5500,-32504.9
2023-12-01,2000,6200,-2201.57
2023-12-01,3000,5200,-71542.53
2023-12-01,3000,5300,-13993.72
2023-12-01,3000,5500,-39733.08
2023-12-01,3000,6200,-2857.62
2023-12-01,4000,4000,1268701.87
2023-12-01,4000,4100,327563.59
2023-12-01,4000,4200,82464.32
2023-12-01,4000,5500,-73376.71
2023-12-01,4000,5800,-10265.68
2023-12-01,4000,6200,-3784.82
2023-12-01,5000,5500,-20775.04
2023-12-01,5000,5700,-41242.27
2023-12-01,5000,5800,-3741.0
2023-12-01,5000,6200,-2493.95
2023-12-01,6000,5500,-39535.91
2023-12-01,6000,5600,-31704.6
2023-12-01,6000,6000,-8774.92
2023-12-01,6000,6100,-19857.45
2023-12-01,6000,6200,-2498.58
2023-12-01,7000,5500,-38783.44
2023-12-01,7000,5800,-4946.56
2023-12-01,7000,6000,-7323.72
2023-12-01,7000,6200,-1934.75
2023-12-01,8000,5400,-19778.95
2023-12-01,8000,5500,-50389.92
2023-12-01,8000,5900,-11700.4
2023-12-01,8000,6000,-8875.37
2023-12-01,8000,6200,-3784.04
2024-01-01,1000,5000,-535770.61
2024-01-01,1000,5100,-31678.32
2024-01-01,1000,5300,-37868.56
2024-01-01,1000,5500,-156286.0
2024-01-01,1000,6100,-33505.74
2024-01-01,1000,6200,-4311.99
2024-01-01,2000,5100,-23804.34
2024-01-01,2000,5500,-27022.99
2024-01-01,2000,6200,-1918.09
2024-01-01,3000,5200,-74425.17
2024-01-01,3000,5300,-17755.23
2024-01-01,3000,5500,-37214.79
2024-01-01,3000,6200,-2534.81
2024-01-01,4000,4000,1166654.41
2024-01-01,4000,4100,310979.32
2024-01-01,4000,4200,78737.82
2024-01-01,4000,5500,-63700.78
2024-01-01,4000,5800,-9567.12
2024-01-01,4000,6200,-3215.95
2024-01-01,5000,5500,-20641.02
2024-01-01,5000,5700,-37351.42
2024-01-01,5000,5800,-3727.7
2024-01-01,5000,6200,-2216.72
2024-01-01,6000,5500,-38804.35
2024-01-01,6000,5600,-35398.16
2024-01-01,6000,6000,-8259.62
2024-01-01,6000,6100,-17882.24
2024-01-01,6000,6200,-2252.73
2024-01-01,7000,5500,-33909.54
2024-01-01,7000,5800,-4651.61
2024-01-01,7000,6000,-7007.61
2024-01-01,7000,6200,-1782.04
2024-01-01,8000,5400,-18488.29
2024-01-01,8000,5500,-46486.33
2024-01-01,8000,5900,-10432.49
2024-01-01,8000,6000,-8737.47
2024-01-01,8000,6200,-3232.39
2024-02-01,1000,5000,-529439.51
2024-02-01,1000,5100,-33639.62
2024-02-01,1000,5300,-40288.9
2024-02-01,1000,5500,-150560.2
2024-02-01,1000,6100,-33957.81
2024-02-01,1000,6200,-4152.25
2024-02-01,2000,5100,-24421.5
2024-02-01,2000,5500,-28146.0
2024-02-01,2000,6200,-1898.18
2024-02-01,3000,5200,-68868.03
2024-02-01,3000,5300,-17495.22
2024-02-01,3000,5500,-40477.35
2024-02-01,3000,6200,-2622.4
2024-02-01,4000,4000,1202338.95
2024-02-01,4000,4100,316903.65
2024-02-01,4000,4200,73626.8
2024-02-01,4000,5500,-71718.64
2024-02-01,4000,5800,-10254.18
2024-02-01,4000,6200,-3265.06
2024-02-01,5000,5500,-21130.89
2024-02-01,5000,5700,-35461.1
2024-02-01,5000,5800,-3914.82
2024-02-01,5000,6200,-2295.26
2024-02-01,6000,5500,-38982.31
2024-02-01,6000,5600,-35206.37
2024-02-01,6000,6000,-8155.84
2024-02-01,6000,6100,-19423.58
2024-02-01,6000,6200,-2244.49
2024-02-01,7000,5500,-30862.02
2024-02-01,7000,5800,-4318.23
2024-02-01,7000,6000,-7371.81
2024-02-01,7000,6200,-1652.14
2024-02-01,8000,5400,-18215.49
2024-02-01,8000,5500,-44790.11
2024-02-01,8000,5900,-9930.08
2024-02-01,8000,6000,-7684.69
2024-02-01,8000,6200,-3403.25
2024-03-01,1000,5000,-568831.45
2024-03-01,1000,5100,-36108.01
2024-03-01,1000,5300,-40450.95
2024-03-01,1000,5500,-161945.67
2024-03-01,1000,6100,-34597.73
2024-03-01,1000,6200,-5081.2
2024-03-01,2000,5100,-26819.52
2024-03-01,2000,5500,-30259.82
2024-03-01,2000,6200,-2367.17
2024-03-01,3000,5200,-79895.83
2024-03-01,3000,5300,-18989.57
2024-03-01,3000,5500,-41991.44
2024-03-01,3000,6200,-2817.73
2024-03-01,4000,4000,1217278.79
2024-03-01,4000,4100,347327.17
2024-03-01,4000,4200,77562.77
2024-03-01,4000,5500,-70975.77
2024-03-01,4000,5800,-10717.63
2024-03-01,4000,6200,-3302.83
2024-03-01,5000,5500,-21743.51
2024-03-01,5000,5700,-39078.83
2024-03-01,5000,5800,-3934.19
2024-03-01,5000,6200,-2357.16
2024-03-01,6000,5500,-42432.86
2024-03-01,6000,5600,-40470.3
2024-03-01,6000,6000,-8489.99
2024-03-01,6000,6100,-17562.6
2024-03-01,6000,6200,-2359.47
2024-03-01,7000,5500,-37025.49
2024-03-01,7000,5800,-4744.8
2024-03-01,7000,6000,-7313.37
2024-03-01,7000,6200,-1894.93
2024-03-01,8000,5400,-19448.45
2024-03-01,8000,5500,-49184.35
2024-03-01,8000,5900,-11239.19
2024-03-01,8000,6000,-9147.94
2024-03-01,8000,6200,-3420.75
2024-04-01,1000,5000,-588254.61
2024-04-01,1000,5100,-37495.02
2024-04-01,1000,5300,-42283.45
2024-04-01,1000,5500,-158324.28
2024-04-01,1000,6100,-32977.81
2024-04-01,1000,6200,-4770.24
2024-04-01,2000,5100,-25690.5
2024-04-01,2000,5500,-30966.67
2024-04-01,2000,6200,-2061.97
2024-04-01,3000,5200,-75911.71
2024-04-01,3000,5300,-18673.52
2024-04-01,3000,5500,-43435.49
2024-04-01,3000,6200,-2519.93
2024-04-01,4000,4000,1249952.6
2024-04-01,4000,4100,330797.62
2024-04-01,4000,4200,73337.45
2024-04-01,4000,5500,-71403.05
2024-04-01,4000,5800,-11002.97
2024-04-01,4000,6200,-3620.19
2024-04-01,5000,5500,-23969.1
2024-04-01,5000,5700,-60878.94
2024-04-01,5000,5800,-3766.58
2024-04-01,5000,6200,-2365.49
2024-04-01,6000,5500,-38660.32
2024-04-01,6000,5600,-36196.43
2024-04-01,6000,6000,-8198.0
2024-04-01,6000,6100,-17825.88
2024-04-01,6000,6200,-2273.18
2024-04-01,7000,5500,-36796.53
2024-04-01,7000,5800,-4447.17
2024-04-01,7000,6000,-7190.17
2024-04-01,7000,6200,-1773.4
2024-04-01,8000,5400,-18513.08
2024-04-01,8000,5500,-50065.57
2024-04-01,8000,5900,-10807.4
2024-04-01,8000,6000,-8477.24
2024-04-01,8000,6200,-3627.35
2024-05-01,1000,5000,-581124.53
2024-05-01,1000,5100,-34418.64
2024-05-01,1000,5300,-44654.18
2024-05-01,1000,5500,-154275.67
2024-05-01,1000,6100,-33933.18
2024-05-01,1000,6200,-4876.41
2024-05-01,2000,5100,-26348.6
2024-05-01,2000,5500,-32453.08
2024-05-01,2000,6200,-2023.79
2024-05-01,3000,5200,-78874.01
2024-05-01,3000,5300,-17844.96
2024-05-01,3000,5500,-42870.13
2024-05-01,3000,6200,-2705.72
2024-05-01,4000,4000,1238703.3
2024-05-01,4000,4100,354878.53
2024-05-01,4000,4200,79310.99
2024-05-01,4000,5500,-70584.3
2024-05-01,4000,5800,-10165.57
2024-05-01,4000,6200,-3588.42
2024-05-01,5000,5500,-22088.21
2024-05-01,5000,5700,-50908.96
2024-05-01,5000,5800,-3461.82
2024-05-01,5000,6200,-2319.26
2024-05-01,6000,5500,-40954.13
2024-05-01,6000,5600,-34122.33
2024-05-01,6000,6000,-8436.58
2024-05-01,6000,6100,-19014.08
2024-05-01,6000,6200,-2400.6
2024-05-01,7000,5500,-35598.58
2024-05-01,7000,5800,-4586.14
2024-05-01,7000,6000,-7614.54
2024-05-01,7000,6200,-1870.98
2024-05-01,8000,5400,-19543.59
2024-05-01,8000,5500,-51316.55
2024-05-01,8000,5900,-10419.1
2024-05-01,8000,6000,-8421.63
2024-05-01,8000,6200,-3608.51
2024-06-01,1000,5000,-560750.8
2024-06-01,1000,5100,-33457.51
2024-06-01,1000,5300,-42009.68
2024-06-01,1000,5500,-147228.73
2024-06-01,1000,6100,-33177.37
2024-06-01,1000,6200,-5049.41
2024-06-01,2000,5100,-27001.32
2024-06-01,2000,5500,-30461.99
2024-06-01,2000,6200,-2080.62
2024-06-01,3000,5200,-78145.86
2024-06-01,3000,5300,-18699.53
2024-06-01,3000,5500,-40121.5
2024-06-01,3000,6200,-2677.08
2024-06-01,4000,4000,1206184.37
2024-06-01,4000,4100,333558.68
2024-06-01,4000,4200,79662.93
2024-06-01,4000,5500,-78389.78
2024-06-01,4000,5800,-11046.07
2024-06-01,4000,6200,-3629.62
2024-06-01,5000,5500,-23405.71
2024-06-01,5000,5700,-40263.64
2024-06-01,5000,5800,-3900.97
2024-06-01,5000,6200,-2499.94
2024-06-01,6000,5500,-42938.02
2024-06-01,6000,5600,-39316.87
2024-06-01,6000,6000,-9032.68
2024-06-01,6000,6100,-20415.76
2024-06-01,6000,6200,-2583.5
2024-06-01,7000,5500,-35341.73
2024-06-01,7000,5800,-4967.76
2024-06-01,7000,6000,-7751.08
2024-06-01,7000,6200,-1967.98
2024-06-01,8000,5400,-21411.08
2024-06-01,8000,5500,-48636.88
2024-06-01,8000,5900,-11209.9
2024-06-01,8000,6000,-8192.54
2024-06-01,8000,6200,-3561.55
2024-07-01,1000,5000,-529648.7
2024-07-01,1000,5100,-35613.9
2024-07-01,1000,5300,-36654.17
2024-07-01,1000,5500,-154299.76
2024-07-01,1000,6100,-33203.29
2024-07-01,1000,6200,-4552.57
2024-07-01,2000,5100,-27061.07
2024-07-01,2000,5500,-31968.38
2024-07-01,2000,6200,-2031.15
2024-07-01,3000,5200,-77237.77
2024-07-01,3000,5300,-17390.06
2024-07-01,3000,5500,-41793.78
2024-07-01,3000,6200,-2764.46
2024-07-01,4000,4000,1197535.91
2024-07-01,4000,4100,322768.1
2024-07-01,4000,4200,75875.88
2024-07-01,4000,5500,-69623.69
2024-07-01,4000,5800,-10891.44
2024-07-01,4000,6200,-3449.13
2024-07-01,5000,5500,-23036.25
2024-07-01,5000,5700,-37495.18
2024-07-01,5000,5800,-3977.71
2024-07-01,5000,6200,-2372.62
2024-07-01,6000,5500,-39923.33
2024-07-01,6000,5600,-34330.45
2024-07-01,6000,6000,-8668.65
2024-07-01,6000,6100,-19206.94
2024-07-01,6000,6200,-2411.84
2024-07-01,7000,5500,-33131.7
2024-07-01,7000,5800,-4649.36
2024-07-01,7000,6000,-7023.79
2024-07-01,7000,6200,-1832.25
2024-07-01,8000,5400,-19978.38
2024-07-01,8000,5500,-46275.97
2024-07-01,8000,5900,-10646.72
2024-07-01,8000,6000,-8152.08
2024-07-01,8000,6200,-3562.21
2024-08-01,1000,5000,-403596.92
2024-08-01,1000,5100,-25999.52
2024-08-01,1000,5300,-29889.97
2024-08-01,1000,5500,-115326.95
2024-08-01,1000,6100,-26900.84
2024-08-01,1000,6200,-3633.98
2024-08-01,2000,5100,-19739.81
2024-08-01,2000,5500,-24133.77
2024-08-01,2000,6200,-1602.6
2024-08-01,3000,5200,-57136.41
2024-08-01,3000,5300,-12208.86
2024-08-01,3000,5500,-30609.41
2024-08-01,3000,6200,-2083.0
2024-08-01,4000,4000,921584.02
2024-08-01,4000,4100,241872.15
2024-08-01,4000,4200,57705.98
2024-08-01,4000,5500,-55263.36
2024-08-01,4000,5800,-7951.34
2024-08-01,4000,6200,-2590.1
2024-08-01,5000,5500,-16367.72
2024-08-01,5000,5700,-30319.39
2024-08-01,5000,5800,-2804.63
2024-08-01,5000,6200,-1732.23
2024-08-01,6000,5500,-29247.35
2024-08-01,6000,5600,-28391.38
2024-08-01,6000,6000,-6431.06
2024-08-01,6000,6100,-14074.26
2024-08-01,6000,6200,-1742.8
2024-08-01,7000,5500,-26648.27
2024-08-01,7000,5800,-3684.51
2024-08-01,7000,6000,-5376.56
2024-08-01,7000,6200,-1453.96
2024-08-01,8000,5400,-14944.0
